kf_mgkg,frequency_thz,eps_real
75,0.895,1.0385864410535264
75,0.9,1.0367417460573443
75,0.905,1.0382024791125086
75,0.91,1.0336173735404004
75,0.915,1.0380967244100991
75,0.9199999999999999,1.0369819606014634
75,0.925,1.044785427141604
75,0.9299999999999999,1.038381273046585
75,0.935,1.0360048410112885
75,0.94,1.042112459150314
75,0.9450000000000001,1.0395748373079827
75,0.95,1.0402160231759425
75,0.9550000000000001,1.0406517478399662
75,0.96,1.040792815322918
75,0.9650000000000001,1.0394264157320787
75,0.97,1.0428456794072172
75,0.9750000000000001,1.0418666736802238
75,0.98,1.039421651908227
75,0.985,1.040338005077892
75,0.99,1.0385138383004726
75,0.995,1.041687437219086
75,1.0,1.0429436271259855
75,1.005,1.0428396378832052
75,1.01,1.0428661552229077
75,1.0150000000000001,1.0411310245128083
75,1.02,1.04551415616263
75,1.025,1.0411697105362143
75,1.03,1.0418844826477993
75,1.0350000000000001,1.0410912571195683
75,1.04,1.0422577843457053
75,1.045,1.0415765434886641
75,1.05,1.0473816261844326
75,1.0550000000000002,1.0434889975404453
75,1.06,1.0383398345055277
75,1.065,1.0415848442688402
75,1.07,1.039250537333943
75,1.0750000000000002,1.0451114176696734
75,1.08,1.0464675218684028
75,1.085,1.0420213922918424
75,1.0899999999999999,1.044799172935375
75,1.095,1.042854463087344
75,1.1,1.0445124763224278
75,1.105,1.0479335606546918
75,1.1099999999999999,1.0428367308570847
75,1.115,1.0407326459373132
75,1.12,1.045713462482869
75,1.125,1.0453084183380303
75,1.13,1.0457975256577834
75,1.135,1.046771730560967
75,1.1400000000000001,1.0425916735135419
75,1.145,1.0394646544261132
75,1.15,1.0470631173654263
75,1.155,1.0435162214333862
75,1.1600000000000001,1.0415920030904937
75,1.165,1.0417579264502357
75,1.17,1.0475630579609791
75,1.175,1.0452528428426717
75,1.1800000000000002,1.0456116542644596
75,1.185,1.047028857400411
75,1.19,1.0432538317016498
75,1.195,1.0421710503615065
75,1.2000000000000002,1.0428836313771432
75,1.205,1.0422810318006057
75,1.21,1.0443353448163863
75,1.2149999999999999,1.0428502946294418
75,1.22,1.0451828871356397
75,1.225,1.0438865441856997
75,1.23,1.0448847819306604
75,1.2349999999999999,1.0466988643279902
75,1.24,1.0485607370944148
75,1.245,1.0489239547240081
75,1.25,1.0452913052637343
75,1.255,1.0454980623172727
75,1.26,1.0436524979014732
75,1.2650000000000001,1.0473878247399842
75,1.27,1.048644818141246
75,1.275,1.0432668044188678
75,1.28,1.0465894908352844
75,1.2850000000000001,1.0437766372975663
75,1.29,1.0440869681658862
75,1.295,1.04488251681199
75,1.3,1.0433187380523792
75,1.3050000000000002,1.0464521272448981
75,1.31,1.040360224206169
75,1.315,1.0422396523316686
75,1.32,1.0435507106954056
75,1.3250000000000002,1.041101090958356
75,1.33,1.0444714897987453
75,1.335,1.0396322363429509
75,1.3399999999999999,1.043399931254617
75,1.345,1.0394967401157769
75,1.35,1.0425626683108724
75,1.355,1.044017368565762
75,1.3599999999999999,1.0480705685773635
75,1.365,1.0450633525932662
75,1.37,1.0462131811995061
75,1.375,1.0421340974986912
75,1.38,1.047040953205762
75,1.385,1.040929357547162
75,1.3900000000000001,1.0406764373222306
75,1.395,1.0378697851188396
75,1.4,1.0413924206310028
75,1.405,1.0432264386990335
75,1.4100000000000001,1.0387574010140008
75,1.415,1.0391592321834227
75,1.42,1.038664774788008
75,1.425,1.0387272445338684
75,1.4300000000000002,1.0378066312889536
75,1.435,1.0356288203510473
75,1.44,1.0421724317571444
75,1.445,1.0335016328842968
75,1.4500000000000002,1.0358193816875105
75,1.455,1.038697739377826
75,1.46,1.0400639794835314
75,1.4649999999999999,1.0367058212369513
75,1.47,1.0362071864154092
75,1.475,1.0367228789067802
75,1.48,1.0356258788748407
75,1.4849999999999999,1.0381472556541946
75,1.49,1.0344208986081112
75,1.495,1.0328338900110017
75,1.5,1.0337819575097613
75,1.5050000000000001,1.0348674957628392
75,1.51,1.037360301809584
75,1.5150000000000001,1.037944836177106
75,1.52,1.0326021153202414
75,1.525,1.0295935403025904
75,1.53,1.0294457282492497
75,1.535,1.0378683493496912
75,1.54,1.031195985109405
75,1.545,1.0329947179535228
75,1.55,1.0362888475204046
75,1.555,1.0294401317580648
75,1.56,1.0302980930187748
75,1.565,1.0289766796750124
75,1.57,1.0273317668657471
75,1.575,1.031714300587419
75,1.58,1.0320226976064424
75,1.585,1.0243180358932278
75,1.59,1.0311012052577708
75,1.595,1.027702385126678
75,1.6,1.0283977848804178
75,1.605,1.0280810628117303
